入网时间,套餐价格,每月流量,每月话费,每月通话时长,欠费金额,欠费月份数
25.0,389.0,1183.47753906,416.666666667,326.9,0.0,0.0
43.0,209.0,125.039713542,28.24,0.0,0.0,0.0
13.0,89.0,286.915364583,102.966666667,114.888888889,0.0,0.0
20.0,89.0,36.8500976562,97.6166666667,88.4055555556,0.0,0.0
23.0,389.0,1264.94042969,402.961666667,1146.88333333,838.5,3.0
106.0,199.0,0.0,4.0,0.0,0.0,0.0
26.0,159.0,404.903808594,106.725,22.5194444444,0.0,0.0
21.0,389.0,0.0,0.0,0.0,0.0,0.0
24.0,89.0,0.0,89.0,0.0,177.0,3.0
26.0,389.0,1561.65820312,404.333333333,115.930555556,14.1,1.0
26.0,389.0,1798.09960938,474.085,302.658333333,0.0,0.0
14.0,89.0,175.94124349,96.5166666667,74.3972222222,0.0,0.0
26.0,129.0,31.9440104167,1.875,26.4833333333,0.0,0.0
41.0,159.0,434.399251302,104.871666667,834.702777778,0.0,0.0
40.0,159.0,0.0,1.8,148.130555556,0.0,0.0
15.0,389.0,894.40625,399.166666667,26.8277777778,0.0,0.0
139.0,159.0,0.0,4.0,0.0,0.0,0.0
27.0,100.0,27.5314127604,120.0,255.875,100.0,1.0
43.0,159.0,0.0,0.0,0.0,0.0,0.0
22.0,89.0,0.0,89.0,0.0,767.0,13.0
54.0,99.0,0.0,0.0,0.0,0.0,0.0
25.0,389.0,0.0,0.0,0.0,0.0,0.0
66.0,389.0,351.648925781,398.721666667,351.175,0.0,0.0
85.0,289.0,904.278645833,201.333333333,508.358333333,0.0,0.0
20.0,159.0,0.0,10.0,0.0,0.0,0.0
26.0,159.0,0.0,0.0,0.0,0.0,0.0
14.0,129.0,0.0,0.0,0.0,0.0,0.0
20.0,389.0,0.0,0.0,0.169444444444,0.0,0.0
22.0,389.0,498.752278646,390.0,1033.96111111,390.0,1.0
13.0,289.0,0.0,0.0,0.0,0.0,0.0
26.0,289.0,658.457845052,290.0,495.236111111,0.0,0.0
26.0,129.0,0.0,0.0,0.0,0.0,0.0
71.0,159.0,0.0,4.08333333333,0.0,0.0,0.0
94.0,159.0,0.0,11.2783333333,0.0,0.0,0.0
90.0,159.0,85.2478841146,87.9333333333,243.630555556,0.0,0.0
39.0,39.0,0.0,60.0,11.2944444444,144.6,3.0
12.0,89.0,0.0,0.0,0.0,0.0,0.0
43.0,159.0,1708.22705078,135.178333333,308.411111111,0.0,0.0
27.0,389.0,1635.02945964,398.7,820.030555556,0.0,0.0
22.0,89.0,251.009928385,104.743333333,173.502777778,0.0,0.0
36.0,89.0,1.68489583333,89.5,448.263888889,0.0,0.0
33.0,89.0,162.278320312,92.6666666667,113.013888889,0.0,0.0
25.0,129.0,64.4412434896,132.116666667,434.383333333,0.0,0.0
39.0,69.0,2.19986979167,266.666666667,54.3111111111,20.0,1.0
63.0,389.0,180.923990885,401.675,767.741666667,0.0,0.0
18.0,159.0,0.0,10.0,0.0,0.0,0.0
53.0,159.0,0.0,4.10333333333,0.0,0.0,0.0
15.0,389.0,0.0,0.0,0.0,0.0,0.0
57.0,199.0,2.30354817708,70.0,41.3805555556,0.0,0.0
24.0,389.0,34.7133789062,390.001666667,129.433333333,0.0,0.0
28.0,389.0,0.0,0.95,544.933333333,0.0,0.0
16.0,129.0,371.196289062,139.683333333,399.605555556,0.0,0.0
56.0,599.0,0.0,9.0,0.0,0.0,0.0
45.0,19.0,241.751464844,160.408,829.280555556,51.09,2.0
26.0,389.0,470.604492188,398.671666667,518.547222222,0.0,0.0
22.0,489.0,1465.13785807,7.76333333333,699.213888889,0.0,0.0
18.0,389.0,846.237141927,393.333333333,324.797222222,0.0,0.0
22.0,129.0,0.0125325520833,0.0,0.0,0.0,0.0
30.0,389.0,807.083658854,391.266666667,1469.61111111,0.0,0.0
22.0,129.0,0.0,0.0,0.0,0.0,0.0
24.0,389.0,0.0,390.0,0.0,0.0,0.0
21.0,289.0,2293.75016276,374.708333333,1201.19722222,689.72,2.0
41.0,159.0,0.0,4.67666666667,0.0,0.0,0.0
27.0,159.0,14.3155924479,0.588333333333,15.6277777778,0.0,0.0
21.0,89.0,78.5636393229,90.0,13.4805555556,0.0,0.0
28.0,389.0,670.719238281,398.0,1048.00833333,0.0,0.0
27.0,389.0,2.79606119792,1.0,58.5,0.0,0.0
133.0,389.0,4.32080078125,317.053333333,1229.43611111,0.0,0.0
28.0,389.0,786.720540365,418.175,1890.04444444,0.0,0.0
22.0,159.0,0.0,0.0,0.0,0.0,0.0
72.0,159.0,675.479166667,54.3316666667,823.688888889,0.0,0.0
47.0,209.0,0.0,15.0666666667,1.18611111111,0.0,0.0
27.0,389.0,968.409830729,395.0,252.519444444,55.0,1.0
27.0,389.0,1545.84602865,425.853333333,1270.04166667,0.0,0.0
135.0,159.0,0.0,10.0,0.0,0.0,0.0
21.0,159.0,0.0,0.0166666666667,95.8972222222,0.0,0.0
52.0,159.0,33.9933268229,35.1266666667,717.436111111,0.0,0.0
28.0,389.0,968.142089844,390.0,820.980555556,0.0,0.0
28.0,389.0,38.6277669271,390.166666667,253.272222222,0.0,0.0
24.0,159.0,0.0,10.0,0.0,0.0,0.0
46.0,159.0,140.92952474,77.6216666667,745.680555556,0.0,0.0
22.0,129.0,0.0,150.0,0.0,0.0,0.0
87.0,39.0,0.0,46.15,135.605555556,0.0,0.0
42.0,139.0,0.0,6.0,0.0,0.0,0.0
39.0,159.0,0.0,62.0,0.0,0.0,0.0
15.0,389.0,0.0,0.0,0.0,0.0,0.0
40.0,159.0,0.0,0.0,0.0,0.0,0.0
19.0,159.0,1.58512369792,0.0,0.0,0.0,0.0
28.0,389.0,1027.06542969,391.1,1182.38333333,0.0,0.0
89.0,159.0,0.0,10.0,0.0,0.0,0.0
27.0,129.0,29.4391276042,5.99,120.411111111,0.0,0.0
28.0,389.0,0.0,4.66666666667,492.755555556,0.0,0.0
145.0,159.0,0.0,3.75,0.0,0.0,0.0
29.0,159.0,0.0,0.0183333333333,39.4333333333,0.0,0.0
39.0,89.0,0.0,70.0,157.725,241.2,4.0
59.0,159.0,153.46077474,10.2683333333,514.244444444,0.0,0.0
27.0,389.0,0.0,1.0,0.0,0.0,0.0
12.0,389.0,0.0,0.0,0.0,0.0,0.0
13.0,89.0,550.239257812,127.395,686.419444444,0.0,0.0
32.0,129.0,226.41813151,145.716666667,826.647222222,54.98,1.0
45.0,80.0,3.42366536458,100.0,455.475,0.0,0.0
39.0,89.0,56.8094075521,70.0,164.677777778,132.6,2.0
29.0,159.0,15.7223307292,44.05,257.533333333,0.2,1.0
45.0,159.0,171.028320312,31.66,99.6611111111,0.0,0.0
49.0,19.0,338.441080729,52.845,264.938888889,0.0,0.0
22.0,89.0,0.0,89.0,0.0,767.0,13.0
43.0,159.0,0.0,5.095,0.0,0.0,0.0
32.0,159.0,0.77587890625,59.9916666667,161.097222222,0.0,0.0
15.0,389.0,0.0,0.0,0.0,0.0,0.0
25.0,69.0,0.0221354166667,70.0,30.1861111111,70.0,1.0
16.0,389.0,427.431477865,390.833333333,756.022222222,0.0,0.0
25.0,289.0,944.150227865,290.0,635.975,0.0,0.0
20.0,389.0,0.0,0.0,0.0,0.0,0.0
16.0,89.0,0.0,0.0,0.0,0.0,0.0
66.0,159.0,34.1920572917,57.4383333333,49.4,0.0,0.0
26.0,129.0,0.0,0.0,0.0,0.0,0.0
22.0,129.0,0.117350260417,150.0,29.7222222222,0.0,0.0
30.0,159.0,0.0,4.0,0.0,0.0,0.0
15.0,159.0,32.3263346354,5.15,127.366666667,0.0,0.0
26.0,159.0,0.0,0.0,0.0,0.0,0.0
18.0,89.0,557.714192708,154.626666667,488.558333333,7.49,1.0
87.0,159.0,0.0,12.14,0.0,0.0,0.0
29.0,189.0,0.0,190.0,0.0,0.0,0.0
29.0,159.0,0.0,12.0716666667,0.0,0.0,0.0
24.0,289.0,0.0,290.0,0.0,0.0,0.0
16.0,389.0,0.0,0.0,0.0,0.0,0.0
18.0,389.0,780.88688151,390.0,641.494444444,0.0,0.0
27.0,389.0,1491.11051432,405.0,412.161111111,0.0,0.0
61.0,159.0,198.637369792,66.165,366.655555556,0.0,0.0
20.0,389.0,465.157714844,2.33333333333,41.2027777778,14.0,1.0
38.0,159.0,0.0,0.0,0.0,0.0,0.0
22.0,489.0,298.193359375,0.323333333333,804.216666667,0.0,0.0
28.0,89.0,0.0,90.0,0.0,59.57,1.0
41.0,129.0,183.012858073,154.44,591.702777778,0.0,0.0
13.0,129.0,0.0,0.0,0.0,0.0,0.0
28.0,159.0,0.0,0.0,0.0,0.0,0.0
25.0,389.0,2119.88411458,410.588333333,586.263888889,0.0,0.0
15.0,129.0,442.723144531,130.0,36.7833333333,0.0,0.0
28.0,89.0,275.689778646,112.335,678.925,0.0,0.0
21.0,389.0,678.852539062,20.8716666667,35.6333333333,0.0,0.0
18.0,389.0,316.19514974,1.0,299.822222222,0.0,0.0
23.0,89.0,0.0,90.0,0.0,60.0,1.0
49.0,159.0,0.0,4.0,0.0,0.0,0.0
53.0,159.0,0.130208333333,8.03333333333,57.2666666667,0.0,0.0
63.0,389.0,159.973632812,393.0,169.158333333,0.0,0.0
21.0,89.0,0.0,89.0,0.0,177.0,3.0
71.0,199.0,533.006022135,145.08,554.997222222,0.0,0.0
41.0,129.0,0.0,81.8333333333,0.0,0.0,0.0
41.0,129.0,36.5787760417,82.2333333333,1036.46388889,0.0,0.0
24.0,89.0,88.1990559896,100.533333333,233.119444444,0.0,0.0
74.0,99.0,0.0,3.0,0.0,0.0,0.0
14.0,19.0,217.712402344,56.375,351.936111111,0.0,0.0
12.0,89.0,573.51171875,143.808333333,189.430555556,0.0,0.0
41.0,159.0,64.7872721354,87.8216666667,300.313888889,0.0,0.0
152.0,159.0,0.0,4.66666666667,0.0,0.0,0.0
37.0,159.0,0.0,0.0,0.0,0.0,0.0
54.0,99.0,0.0,3.0,0.0,0.0,0.0
28.0,389.0,585.42578125,391.183333333,417.513888889,0.0,0.0
13.0,89.0,0.0,0.0,0.0,0.0,0.0
25.0,159.0,0.0,5.0,2.325,0.0,0.0
61.0,89.0,215.900716146,148.151666667,1124.14444444,0.0,0.0
25.0,159.0,4.05631510417,0.15,57.3527777778,0.0,0.0
49.0,399.0,24.291015625,4.215,60.9777777778,0.0,0.0
15.0,389.0,0.0,0.0,478.741666667,0.0,0.0
25.0,289.0,542.260904948,295.0,437.913888889,0.0,0.0
41.0,99.0,0.0,2.0,0.0,0.0,0.0
38.0,159.0,54.8880208333,63.7566666667,200.480555556,0.0,0.0
26.0,389.0,0.0,389.0,0.0,199.93,2.0
25.0,289.0,888.298177083,290.0,246.95,0.0,0.0
35.0,99.0,41.4409179688,34.4383333333,146.105555556,0.0,0.0
18.0,389.0,538.521647135,390.0,114.969444444,0.0,0.0
25.0,159.0,0.0,0.166666666667,78.8,0.0,0.0
17.0,389.0,354.020345052,389.0,506.372222222,0.0,0.0
24.0,289.0,0.0,290.0,0.0,0.0,0.0
39.0,39.0,48.037109375,240.0,281.044444444,245.3,5.0
20.0,89.0,319.030761719,172.51,554.688888889,15.7,1.0
26.0,129.0,0.0,0.0,0.0,0.0,0.0
20.0,209.0,0.0,4.76,0.0,0.0,0.0
66.0,39.0,44.3790690104,40.1666666667,338.052777778,0.0,0.0
39.0,159.0,55.6931966146,63.7833333333,150.402777778,0.0,0.0
114.0,159.0,49.4182942708,11.125,424.716666667,0.0,0.0
14.0,289.0,0.0183919270833,0.0,61.6638888889,0.0,0.0
59.0,159.0,0.0,5.0,0.0,30.0,6.0
27.0,389.0,0.597330729167,0.0,127.163888889,0.0,0.0
51.0,89.0,149.621907552,49.3133333333,204.530555556,0.0,0.0
31.0,389.0,661.77734375,270.283333333,366.483333333,0.0,0.0
26.0,89.0,225.193684896,128.276666667,431.083333333,109.0,1.0
13.0,129.0,0.0,0.0,0.0,0.0,0.0
26.0,129.0,0.0,0.0,0.0,0.0,0.0
41.0,159.0,53.9117838542,95.5883333333,87.6,9.73,1.0
124.0,199.0,202.308268229,94.975,936.680555556,0.0,0.0
14.0,89.0,0.0,0.0,0.0,0.0,0.0
31.0,159.0,37.0540364583,9.315,386.219444444,0.0,0.0
15.0,389.0,0.0,0.0,0.0,0.0,0.0
69.0,159.0,113.728678385,61.6666666667,33.2666666667,0.0,0.0
47.0,159.0,138.213378906,1.84166666667,149.988888889,0.0,0.0
59.0,99.0,0.0,0.0,194.852777778,0.0,0.0
41.0,129.0,0.143880208333,81.9666666667,1001.075,0.0,0.0
56.0,80.0,278.567382812,242.046666667,2000.81388889,0.0,0.0
12.0,389.0,193.374674479,394.333333333,247.875,0.0,0.0
43.0,99.0,157.252278646,82.9633333333,240.236111111,0.0,0.0
21.0,159.0,0.0,10.0,0.0,0.0,0.0
57.0,159.0,18.4503580729,44.2483333333,1188.36944444,0.0,0.0
26.0,129.0,0.0,0.0,0.0,0.0,0.0
39.0,89.0,9.45133463542,70.6666666667,17.5722222222,54.0,1.0
39.0,89.0,2.24739583333,356.0,718.755555556,0.0,0.0
28.0,389.0,0.0,0.0,0.0,0.0,0.0
40.0,159.0,52.9985351562,62.2,271.069444444,0.0,0.0
125.0,159.0,0.0,48.455,0.0,0.0,0.0
26.0,159.0,0.0,0.0,0.0,0.0,0.0
26.0,159.0,0.0,0.0,0.0,0.0,0.0
18.0,159.0,46.6323242188,54.7,159.352777778,0.0,0.0
16.0,189.0,0.0,0.0,0.0,0.0,0.0
21.0,159.0,0.407877604167,0.05,80.6472222222,0.0,0.0
28.0,189.0,0.0,0.0,0.0,0.0,0.0
19.0,389.0,1063.74121094,431.033333333,2254.43611111,0.0,0.0
21.0,389.0,1057.33398438,398.333333333,374.394444444,0.0,0.0
39.0,69.0,0.0,282.666666667,2665.24444444,0.0,0.0
15.0,389.0,0.0,0.0,0.0,0.0,0.0
21.0,159.0,371.049479167,109.986666667,968.102777778,0.0,0.0
40.0,159.0,102.608398438,1.79666666667,53.0194444444,0.0,0.0
15.0,19.0,304.351074219,42.1,810.430555556,0.0,0.0
28.0,89.0,0.0,90.0,0.0,180.0,3.0
12.0,389.0,0.0,0.0,0.0,0.0,0.0
26.0,129.0,0.0,0.0,0.0,0.0,0.0
84.0,159.0,0.0,4.02666666667,0.0,0.0,0.0
26.0,389.0,514.969401042,407.186666667,1073.725,0.0,0.0
22.0,159.0,0.0,0.0,0.0,0.0,0.0
12.0,89.0,0.0,0.0,0.0,0.0,0.0
39.0,39.0,29.9604492188,65.7,391.7,0.0,0.0
26.0,389.0,551.115071615,8.45,802.45,0.0,0.0
21.0,389.0,532.223958333,389.05,437.752777778,0.0,0.0
15.0,389.0,0.0,0.0,0.0,0.0,0.0
33.0,159.0,0.0,4.01833333333,0.0,0.0,0.0
26.0,129.0,0.0,0.0,0.0,0.0,0.0
22.0,89.0,318.871744792,92.3833333333,327.655555556,0.0,0.0
15.0,389.0,641.598144531,9.3,255.772222222,0.0,0.0
14.0,129.0,0.0,132.0,0.338888888889,0.0,0.0
34.0,39.0,18.5496419271,67.15,1023.63888889,111.8,2.0
104.0,59.0,17.7154947917,115.45,153.069444444,0.0,0.0
26.0,129.0,0.0,0.0,0.0,0.0,0.0
17.0,389.0,0.0,1.0,0.0,0.0,0.0
24.0,89.0,1089.47054036,185.783333333,488.491666667,0.0,0.0
12.0,89.0,424.53108724,105.371666667,98.0361111111,0.0,0.0
15.0,289.0,0.0,0.0,0.0,0.0,0.0
57.0,159.0,187.809082031,30.8683333333,541.336111111,0.0,0.0
15.0,389.0,464.779134115,0.133333333333,393.302777778,0.0,0.0
26.0,129.0,0.0,0.0,0.0,0.0,0.0
17.0,159.0,104.354980469,59.1083333333,174.272222222,0.0,0.0
25.0,129.0,1227.65348307,321.575,1560.63055556,0.0,0.0
24.0,289.0,1175.50260417,13.64,423.463888889,0.0,0.0
28.0,389.0,944.837402344,40.1183333333,1449.14722222,0.0,0.0
28.0,289.0,510.569824219,290.0,17.4861111111,290.0,1.0
16.0,159.0,0.0,5.0,0.0,0.0,0.0
13.0,89.0,108.001302083,105.328333333,357.147222222,0.0,0.0
49.0,159.0,78.947265625,61.0766666667,1123.21666667,0.0,0.0
28.0,389.0,707.272460938,390.0,315.436111111,60.4,1.0
51.0,209.0,0.0,9.52,0.0,0.0,0.0
12.0,89.0,0.0,0.0,0.0,0.0,0.0
31.0,389.0,906.115234375,421.4,1469.99444444,400.0,1.0
12.0,289.0,0.0,0.0,131.716666667,0.0,0.0
27.0,389.0,1408.04996745,10.1033333333,723.675,0.0,0.0
26.0,389.0,7.0244140625,0.0,154.505555556,0.0,0.0
24.0,89.0,52.1847330729,91.36,160.319444444,0.0,0.0
16.0,159.0,92.3543294271,63.7183333333,129.097222222,0.0,0.0
64.0,159.0,366.436035156,154.785,118.725,0.0,0.0
48.0,159.0,0.0,0.493333333333,172.597222222,0.0,0.0
26.0,129.0,0.0,0.0333333333333,292.041666667,0.0,0.0
48.0,159.0,0.0,1.8,2.50555555556,0.0,0.0
15.0,159.0,91.5053710938,56.5733333333,561.825,0.0,0.0
18.0,389.0,1987.56705729,437.231666667,292.616666667,28.46,1.0
14.0,89.0,328.914713542,173.476666667,4.15,704.91,6.0
21.0,89.0,0.0,89.0,0.0,177.0,3.0
53.0,159.0,0.0,5.0,0.0,0.0,0.0
63.0,159.0,577.583658854,60.8633333333,1382.79444444,0.0,0.0
41.0,129.0,0.0,82.35,984.133333333,0.0,0.0
46.0,159.0,22.7374674479,0.0,75.9777777778,0.0,0.0
22.0,129.0,188.64046224,150.0,44.7083333333,0.0,0.0
101.0,159.0,740.923502604,151.128333333,742.911111111,0.0,0.0
46.0,159.0,0.0,0.0,0.0,0.0,0.0
35.0,199.0,50.5626627604,75.5483333333,222.230555556,0.0,0.0
47.0,99.0,2.94189453125,33.4166666667,45.9333333333,0.0,0.0
53.0,159.0,0.0,47.67,0.0,0.0,0.0
28.0,389.0,492.321289062,395.0,745.102777778,0.0,0.0
64.0,189.0,552.696126302,196.166666667,794.630555556,202.8,2.0
21.0,389.0,1685.75244141,395.321666667,276.688888889,0.0,0.0
147.0,209.0,377.174316406,365.13,3078.03888889,0.0,0.0
87.0,189.0,203.852864583,270.933333333,1900.375,0.0,0.0
34.0,15.0,102.303873698,58.3833333333,467.305555556,0.0,0.0
20.0,189.0,550.387532552,195.05,362.475,0.0,0.0
16.0,389.0,39.7737630208,0.0,328.958333333,0.0,0.0
25.0,89.0,206.315592448,146.09,202.066666667,0.0,0.0
16.0,209.0,0.0,0.0,0.0,0.0,0.0
48.0,299.0,0.0,4.0,0.0,0.0,0.0
25.0,89.0,535.97672526,115.536666667,493.316666667,1.78,1.0
34.0,159.0,0.0986328125,61.6166666667,112.177777778,0.0,0.0
15.0,189.0,0.0,0.0,0.0,0.0,0.0
23.0,159.0,9.19059244792,49.25,535.341666667,0.0,0.0
25.0,159.0,190.885253906,0.133333333333,238.541666667,0.0,0.0
19.0,389.0,793.675130208,534.475,2619.09722222,0.0,0.0
22.0,89.0,248.957682292,90.0,253.052777778,0.0,0.0
60.0,159.0,10.041015625,65.6916666667,289.938888889,0.0,0.0
30.0,389.0,0.0,0.0,0.0,0.0,0.0
49.0,159.0,0.0,0.0,0.0,0.0,0.0
54.0,159.0,79.0126953125,21.78,506.866666667,0.0,0.0
28.0,129.0,1569.72460938,142.613333333,333.322222222,0.0,0.0
28.0,389.0,780.269042969,416.391666667,768.494444444,0.0,0.0
22.0,159.0,0.0,0.0,207.252777778,0.0,0.0
25.0,129.0,26.9422200521,133.78,104.313888889,0.0,0.0
148.0,159.0,0.0,12.61,0.0,0.0,0.0
41.0,159.0,1.18489583333,0.0,0.0638888888889,0.0,0.0
28.0,89.0,252.024902344,114.883333333,222.752777778,0.0,0.0
63.0,19.0,0.8310546875,39.6666666667,574.066666667,0.0,0.0
25.0,89.0,0.0,90.0,0.0,60.0,1.0
36.0,189.0,318.885904948,201.333333333,1262.99166667,0.0,0.0
27.0,100.0,0.0,120.0,0.0,100.0,1.0
41.0,129.0,108.307454427,88.705,695.752777778,0.0,0.0
24.0,289.0,968.277832031,290.0,687.111111111,0.0,0.0
25.0,129.0,479.94547526,133.128333333,426.122222222,11.7,1.0
22.0,159.0,0.0,0.0,0.0,0.0,0.0
25.0,189.0,0.0,189.0,0.0,387.0,3.0
29.0,159.0,0.0,0.0,0.0,0.0,0.0
87.0,39.0,0.0211588541667,86.8416666667,506.15,0.0,0.0
111.0,159.0,230.014322917,134.945,468.9,0.0,0.0
27.0,389.0,49.88671875,0.0,81.2055555556,0.0,0.0
72.0,159.0,721.909505208,6.935,56.4222222222,0.0,0.0
19.0,389.0,180.119628906,10.0,177.586111111,0.0,0.0
13.0,129.0,0.0,0.0,0.0,0.0,0.0
27.0,189.0,0.11376953125,3.0,0.0,0.0,0.0
28.0,389.0,1339.27587891,409.666666667,1430.74444444,0.0,0.0
59.0,159.0,0.0,53.42,0.0,0.0,0.0
23.0,159.0,0.0,5.0,0.0,0.0,0.0
12.0,129.0,0.0,0.0,0.0,0.0,0.0
44.0,159.0,0.01708984375,0.0,279.747222222,0.0,0.0
26.0,389.0,378.508789062,396.0,488.95,1.0,1.0
59.0,79.0,0.0,56.3533333333,271.866666667,0.0,0.0
22.0,89.0,115.947265625,99.0933333333,894.647222222,0.0,0.0
34.0,159.0,0.751627604167,62.1333333333,324.352777778,0.0,0.0
25.0,289.0,445.133789062,0.0,1319.53055556,0.0,0.0
28.0,389.0,562.651367188,390.0,514.172222222,0.0,0.0
34.0,159.0,0.0,0.0,0.0,0.0,0.0
28.0,159.0,0.0,10.0,0.0,0.0,0.0
13.0,19.0,0.0,40.0,0.0,154.1,4.0
21.0,89.0,0.0,89.0,0.0,176.5,3.0
17.0,89.0,63.7000325521,132.583333333,564.916666667,5.76,1.0
34.0,159.0,0.0,0.3,360.458333333,0.0,0.0
19.0,159.0,0.0,1.46666666667,50.9333333333,0.0,0.0
15.0,89.0,262.408691406,111.55,424.013888889,0.0,0.0
26.0,389.0,1365.80582682,401.86,608.15,0.0,0.0
26.0,389.0,1067.77701823,390.0,855.925,290.0,1.0
16.0,389.0,462.240885417,390.0,181.572222222,0.0,0.0
28.0,189.0,0.0,190.0,0.0,0.0,0.0
36.0,159.0,0.0,0.0,0.0,0.0,0.0
111.0,159.0,0.0,8.95833333333,0.0,0.0,0.0
60.0,199.0,34.1915690104,14.9816666667,107.297222222,0.0,0.0
40.0,159.0,30.8266601562,20.05,71.6194444444,8.38,1.0
55.0,89.0,12.9708658854,157.381666667,664.638888889,0.0,0.0
27.0,389.0,1869.45833333,415.126666667,889.061111111,67.21,1.0
39.0,39.0,0.0,60.0,0.133333333333,600.0,10.0
13.0,89.0,0.0,0.0,0.0,0.0,0.0
15.0,389.0,139.548339844,396.8,170.4,0.0,0.0
22.0,89.0,59.6715494792,91.9583333333,331.552777778,0.0,0.0
52.0,119.0,0.0,0.0,0.0,0.0,0.0
41.0,129.0,0.0,81.9483333333,367.622222222,0.0,0.0
12.0,389.0,0.0,0.0,0.0,0.0,0.0
28.0,389.0,630.273111979,1.0,450.997222222,0.0,0.0
16.0,389.0,0.73583984375,0.0,0.0,0.0,0.0
16.0,159.0,0.0,39.0933333333,0.0,0.0,0.0
49.0,199.0,0.0,0.0,0.0,0.0,0.0
25.0,89.0,479.242675781,120.943333333,238.266666667,0.0,0.0
59.0,119.0,0.0,0.0,0.0,0.0,0.0
28.0,289.0,0.0,290.0,0.0,0.0,0.0
15.0,389.0,0.0,0.0,0.0,0.0,0.0
12.0,39.0,9.78190104167,40.0,3.96666666667,28.4,2.0
59.0,159.0,115.160481771,26.0183333333,83.8444444444,0.0,0.0
26.0,129.0,0.0,0.0,0.0,0.0,0.0
71.0,89.0,811.23046875,331.871666667,632.819444444,0.0,0.0
41.0,129.0,0.0,81.9333333333,326.488888889,0.0,0.0
49.0,159.0,0.0,10.0,0.0,0.0,0.0
28.0,389.0,231.909342448,395.0,428.147222222,0.0,0.0
64.0,89.0,439.431152344,161.991666667,1147.61944444,261.27,2.0
28.0,389.0,220.476236979,1.0,569.263888889,0.0,0.0
23.0,289.0,214.439615885,300.0,427.380555556,0.0,0.0
27.0,159.0,0.0,18.3333333333,0.0,0.0,0.0
27.0,189.0,0.0,0.0,0.0,0.0,0.0
41.0,159.0,109.880533854,20.26,176.544444444,0.0,0.0
112.0,89.0,681.270833333,169.251666667,966.483333333,0.0,0.0
27.0,100.0,291.17578125,121.333333333,635.9,100.0,1.0
111.0,199.0,148.630859375,124.491666667,2866.93333333,0.0,0.0
34.0,119.0,1.302734375,1.0,168.416666667,0.0,0.0
26.0,159.0,48.6795247396,30.755,409.369444444,0.0,0.0
28.0,389.0,1117.28597005,0.0,378.972222222,0.0,0.0
30.0,129.0,1320.47005208,49.29,15.4555555556,0.0,0.0
27.0,389.0,664.651529948,391.125,721.45,0.0,0.0
15.0,389.0,0.0,0.0,0.0,0.0,0.0
50.0,159.0,0.0,39.0,0.0,0.0,0.0
28.0,159.0,0.0,49.0,0.0,0.0,0.0
68.0,139.0,505.761230469,57.3483333333,19.4833333333,0.0,0.0
27.0,389.0,0.0,0.0,0.0,0.0,0.0
28.0,159.0,808.504557292,372.6,74.8027777778,0.0,0.0
137.0,159.0,0.0,12.185,0.0,0.0,0.0
147.0,139.0,0.0,4.67166666667,0.0,0.0,0.0
37.0,159.0,0.0,0.0,0.0,0.0,0.0
13.0,159.0,30.3038736979,11.7366666667,98.6277777778,0.0,0.0
48.0,159.0,0.0,3.74,0.0,0.0,0.0
28.0,89.0,119.562011719,119.233333333,19.2916666667,339.02,5.0
48.0,159.0,33.5162760417,3.44,220.352777778,0.0,0.0
28.0,389.0,2413.97314453,430.653333333,805.580555556,0.0,0.0
26.0,389.0,727.223144531,5.86333333333,485.658333333,0.0,0.0
43.0,159.0,269.055338542,28.1433333333,187.780555556,0.0,0.0
15.0,19.0,440.290527344,61.3983333333,310.383333333,0.0,0.0
27.0,389.0,395.528157552,390.0,284.036111111,90.0,1.0
150.0,99.0,0.0,2.00666666667,0.0,0.0,0.0
31.0,159.0,0.0,0.135,0.0,0.0,0.0
24.0,189.0,0.0,189.0,0.0,387.0,3.0
26.0,389.0,1281.49804688,390.511666667,759.725,290.0,1.0
24.0,89.0,0.0,95.0,0.0,0.0,0.0
18.0,389.0,736.936197917,390.0,407.694444444,0.0,0.0
28.0,189.0,0.0,189.0,0.0,387.0,3.0
27.0,389.0,907.782063802,1.96333333333,201.783333333,0.0,0.0
19.0,389.0,280.657877604,389.1,1139.73333333,63.11,1.0
28.0,389.0,2497.52408854,1581.46666667,4560.33333333,301.15,1.0
77.0,209.0,0.0,10.0,0.0,0.0,0.0
51.0,99.0,0.0,2.0,0.0,0.0,0.0
18.0,389.0,236.931152344,403.333333333,274.930555556,0.0,0.0
39.0,89.0,0.0377604166667,60.0,25.9444444444,0.0,0.0
39.0,89.0,1.06966145833,82.7166666667,352.552777778,0.0,0.0
27.0,159.0,0.0,44.0,0.0,0.0,0.0
51.0,159.0,0.0,0.0,0.0,0.0,0.0
22.0,189.0,0.0,192.0,0.0,192.0,1.0
13.0,89.0,64.5634765625,105.873333333,34.3944444444,0.0,0.0
39.0,89.0,0.328938802083,92.5,96.8194444444,22.3,1.0
21.0,389.0,184.098795573,414.538333333,529.488888889,0.0,0.0
30.0,89.0,307.575846354,126.118333333,292.816666667,0.0,0.0
26.0,129.0,0.0,0.0,0.0,0.0,0.0
34.0,159.0,3.1962890625,10.6333333333,465.733333333,0.0,0.0
18.0,159.0,0.0,10.0,0.0,0.0,0.0
28.0,389.0,1699.90576172,402.5,1270.74444444,345.0,1.0
25.0,89.0,0.0,89.0,0.0,177.0,3.0
14.0,159.0,0.0,39.0,20.2055555556,0.0,0.0
