入网时间,套餐价格,每月流量,每月话费,每月通话时长,欠费金额,欠费月份数
22.0,89.0,235.767415365,128.785,560.708333333,0.0,0.0
38.0,199.0,97.1049804688,13.4533333333,501.611111111,0.0,0.0
50.0,159.0,234.90625,56.2283333333,62.1555555556,0.0,0.0
58.0,119.0,85.6346028646,11.6666666667,325.744444444,0.0,0.0
28.0,389.0,551.755696615,394.55,1202.38611111,140.0,1.0
27.0,389.0,127.339518229,0.0,33.0555555556,0.0,0.0
26.0,389.0,0.0,4.33333333333,0.0,0.0,0.0
25.0,289.0,856.11344401,33.88,1588.72222222,0.0,0.0
27.0,89.0,456.127441406,120.435,299.05,9.52,1.0
15.0,89.0,0.0,0.0,0.0,0.0,0.0
15.0,389.0,0.0,0.0,0.0,0.0,0.0
12.0,159.0,0.0,0.0,115.013888889,0.0,0.0
19.0,159.0,0.0,0.0,1.58888888889,0.0,0.0
44.0,159.0,0.0,11.7283333333,0.0,0.0,0.0
39.0,39.0,0.747233072917,60.0,267.652777778,240.0,4.0
21.0,159.0,0.0,44.0,0.0,5.0,1.0
16.0,129.0,0.0,132.0,0.0,846.0,10.0
16.0,159.0,0.0,39.0,0.0,0.0,0.0
20.0,159.0,240.973958333,74.91,542.655555556,0.0,0.0
51.0,199.0,186.647135417,20.47,436.35,0.0,0.0
12.0,89.0,182.753580729,127.636666667,410.441666667,6.15,1.0
26.0,129.0,0.0,0.0,0.0,0.0,0.0
28.0,389.0,1744.51464844,398.81,1198.70277778,0.0,0.0
25.0,69.0,0.0,70.0,0.0,70.0,1.0
44.0,159.0,392.223307292,87.7483333333,912.336111111,8.49,1.0
13.0,89.0,5.294921875,0.0,0.316666666667,0.0,0.0
23.0,159.0,0.009765625,1.28833333333,219.158333333,0.0,0.0
63.0,99.0,9.95979817708,32.775,265.75,0.0,0.0
27.0,389.0,10.2802734375,5.0,78.2805555556,0.0,0.0
25.0,89.0,0.0,89.0,0.0,177.0,3.0
30.0,159.0,0.0,0.0,0.0,0.0,0.0
15.0,389.0,0.0,0.166666666667,0.0,0.0,0.0
48.0,159.0,0.0,0.0,0.0,0.0,0.0
15.0,159.0,0.0,0.0,0.0,0.0,0.0
27.0,389.0,0.0,1.0,0.0,0.0,0.0
21.0,89.0,0.0,94.0,0.0,192.0,3.0
112.0,89.0,51.6806640625,105.666666667,223.627777778,0.0,0.0
23.0,159.0,1.40055338542,0.0,440.094444444,0.0,0.0
24.0,89.0,18.3328450521,100.016666667,75.0472222222,0.0,0.0
14.0,389.0,0.0,0.0,0.0,0.0,0.0
27.0,159.0,172.649902344,61.1983333333,407.85,0.0,0.0
18.0,159.0,0.0,10.0,0.0,0.0,0.0
13.0,89.0,161.586751302,120.57,390.102777778,0.0,0.0
15.0,389.0,0.0,0.0,0.0,0.0,0.0
123.0,159.0,169.815755208,217.703333333,1081.19722222,0.0,0.0
115.0,129.0,161.01155599,107.516666667,241.627777778,0.0,0.0
15.0,389.0,98.1845703125,0.0,72.3666666667,0.0,0.0
26.0,129.0,0.0,0.0,0.0,0.0,0.0
47.0,99.0,188.0234375,73.36,181.647222222,0.0,0.0
72.0,159.0,893.439453125,61.5183333333,306.161111111,0.0,0.0
24.0,89.0,0.0,115.0,0.0,85.0,1.0
41.0,129.0,0.0,82.1666666667,2.48333333333,0.0,0.0
19.0,389.0,1629.80419922,395.833333333,988.736111111,0.0,0.0
131.0,159.0,0.0,12.75,0.0,12.18,1.0
30.0,129.0,77.5764973958,142.066666667,180.880555556,5.12,1.0
28.0,89.0,526.387207031,162.341666667,1035.89166667,0.0,0.0
128.0,119.0,0.305826822917,21.8333333333,135.080555556,0.0,0.0
26.0,159.0,0.0,0.0,0.0,0.0,0.0
27.0,389.0,0.0,1.0,174.938888889,0.0,0.0
46.0,159.0,0.0,5.0,4.94722222222,0.0,0.0
57.0,199.0,0.329264322917,0.0,0.0,0.0,0.0
64.0,19.0,52.5146484375,69.91,453.672222222,0.0,0.0
13.0,129.0,0.0,0.0,0.0,0.0,0.0
55.0,139.0,0.0,48.23,0.0,0.0,0.0
28.0,100.0,712.552246094,169.076666667,499.316666667,210.02,1.0
19.0,159.0,0.0,0.0,0.0,0.0,0.0
24.0,89.0,624.64860026,130.276666667,256.661111111,0.0,0.0
26.0,389.0,0.0,389.0,0.0,0.0,0.0
15.0,389.0,10.5330403646,389.0,116.311111111,0.0,0.0
49.0,89.0,0.0,100.0,1.38611111111,100.0,1.0
16.0,39.0,3.58382161458,40.225,5.45833333333,0.0,0.0
15.0,159.0,0.00830078125,0.0,26.7916666667,0.0,0.0
60.0,159.0,86.6477864583,106.433333333,1511.10277778,0.0,0.0
39.0,89.0,0.638834635417,81.6666666667,3.56111111111,0.0,0.0
28.0,289.0,0.0,293.0,0.0,66.0,1.0
40.0,159.0,266.886067708,43.1883333333,122.766666667,0.0,0.0
19.0,159.0,34.59375,49.0166666667,81.7194444444,0.0,0.0
28.0,389.0,1160.21744792,395.0,324.075,0.0,0.0
20.0,89.0,183.880208333,92.3183333333,70.975,130.64,3.0
41.0,159.0,131.409505208,14.0,13.4611111111,0.0,0.0
18.0,389.0,779.078125,395.333333333,174.527777778,162.93,1.0
57.0,159.0,367.416666667,35.935,98.325,0.0,0.0
48.0,159.0,189.278320312,12.5083333333,39.8916666667,0.0,0.0
27.0,100.0,25.837890625,122.258333333,849.261111111,100.0,1.0
14.0,389.0,0.0,0.0,0.0,0.0,0.0
12.0,89.0,0.0,0.0,0.0,0.0,0.0
58.0,159.0,1229.25113932,126.305,190.863888889,0.0,0.0
58.0,209.0,0.0,9.53166666667,0.0,0.0,0.0
24.0,89.0,0.0,99.0,0.0,207.0,3.0
39.0,199.0,0.0,0.0,54.3305555556,0.0,0.0
49.0,159.0,0.0,4.0,0.0,0.0,0.0
55.0,99.0,0.0,0.01,6.09444444444,0.0,0.0
39.0,159.0,165.275065104,97.9733333333,229.222222222,0.0,0.0
37.0,19.0,125.960611979,49.5733333333,147.277777778,0.0,0.0
48.0,159.0,278.094726562,48.9983333333,312.269444444,0.0,0.0
22.0,89.0,42.92578125,90.0,87.4555555556,0.0,0.0
63.0,19.0,99.2766927083,65.27,33.1916666667,0.0,0.0
47.0,159.0,101.519205729,16.685,108.836111111,0.0,0.0
16.0,389.0,0.0,0.0,0.0,0.0,0.0
39.0,69.0,8.96223958333,280.0,59.9888888889,0.0,0.0
122.0,199.0,0.0,120.38,88.9555555556,0.0,0.0
18.0,389.0,1698.58186849,390.0,389.102777778,0.0,0.0
27.0,389.0,903.375813802,17.4383333333,1133.78888889,0.0,0.0
15.0,389.0,0.0,0.0,0.0,0.0,0.0
13.0,129.0,0.0,0.0,0.0,0.0,0.0
25.0,89.0,0.427083333333,113.041666667,796.297222222,0.0,0.0
131.0,159.0,0.0,12.0,0.0,0.0,0.0
16.0,389.0,0.0,0.0,0.0,0.0,0.0
22.0,89.0,0.0,89.0,0.0,767.0,13.0
47.0,159.0,190.021972656,29.1466666667,59.7333333333,0.0,0.0
26.0,389.0,0.0,1.0,0.0,0.0,0.0
13.0,89.0,483.992675781,146.498333333,457.811111111,31.68,1.0
177.0,99.0,0.0,12.49,0.0,0.0,0.0
16.0,389.0,0.0,0.0,0.0,0.0,0.0
28.0,389.0,1681.51464844,394.0,459.938888889,0.0,0.0
89.0,89.0,468.374511719,248.633333333,239.897222222,0.0,0.0
26.0,159.0,0.0,3.43333333333,437.25,0.0,0.0
15.0,389.0,0.0,0.0,0.0,0.0,0.0
14.0,89.0,50.8287760417,92.825,101.936111111,0.0,0.0
16.0,129.0,0.0,0.0,0.0,0.0,0.0
22.0,129.0,0.0,0.0,0.0,0.0,0.0
24.0,159.0,36.1769205729,9.02666666667,671.475,0.0,0.0
12.0,389.0,0.0,0.0,0.0,0.0,0.0
23.0,89.0,454.390625,117.95,558.394444444,0.0,0.0
38.0,159.0,146.46077474,39.7983333333,409.330555556,0.0,0.0
28.0,389.0,428.14436849,390.0,700.397222222,0.0,0.0
13.0,89.0,0.0,0.0,0.0,0.0,0.0
25.0,389.0,659.871907552,1.0,564.588888889,0.0,0.0
28.0,389.0,10.5245768229,395.0,2.05555555556,130.96,1.0
28.0,189.0,0.0,189.0,0.0,387.0,3.0
69.0,89.0,108.958984375,112.766666667,469.219444444,0.0,0.0
121.0,289.0,3.8876953125,9.11333333333,1.66111111111,0.0,0.0
18.0,389.0,883.458333333,391.0,2380.725,52.04,1.0
110.0,199.0,125.801595052,87.1883333333,800.202777778,0.0,0.0
51.0,89.0,48.38671875,113.651666667,90.1833333333,0.0,0.0
22.0,89.0,10.5185546875,91.5,143.266666667,93.24,2.0
19.0,159.0,0.00944010416667,0.05,1002.54166667,0.0,0.0
20.0,189.0,0.0,189.0,0.0,945.0,5.0
15.0,89.0,210.040852865,134.313333333,405.813888889,92.0,1.0
14.0,19.0,290.715657552,40.6666666667,78.4222222222,0.0,0.0
13.0,289.0,0.0,0.0,0.0,0.0,0.0
24.0,159.0,102.893554688,44.2233333333,313.711111111,0.0,0.0
13.0,89.0,0.0,91.0,0.527777777778,749.01,8.0
45.0,159.0,226.357421875,42.0233333333,134.080555556,0.0,0.0
15.0,389.0,709.268229167,389.333333333,953.047222222,0.0,0.0
12.0,39.0,37.8435872396,40.05,71.6555555556,0.0,0.0
25.0,89.0,0.0,90.0,0.0,60.0,1.0
47.0,89.0,66.673828125,131.8,162.080555556,0.0,0.0
21.0,389.0,2.58219401042,0.025,547.244444444,0.0,0.0
17.0,89.0,0.0,90.0,0.0,60.0,1.0
40.0,159.0,0.0,19.5,0.0,0.0,0.0
45.0,159.0,0.0,8.00166666667,0.0,0.0,0.0
19.0,89.0,30.4039713542,89.0,80.325,32.52,1.0
40.0,159.0,0.033203125,0.225,826.858333333,0.0,0.0
26.0,389.0,1000.8898112,390.0,396.258333333,0.0,0.0
27.0,89.0,0.0,90.0,0.0,180.0,3.0
16.0,159.0,0.0,10.0,0.0,0.0,0.0
13.0,129.0,0.0,0.0,0.0,0.0,0.0
27.0,389.0,0.0,0.0,0.0,0.0,0.0
38.0,89.0,3.79850260417,81.6666666667,47.575,0.0,0.0
39.0,39.0,0.0,65.4333333333,37.175,0.0,0.0
59.0,99.0,0.0,34.2666666667,308.491666667,0.0,0.0
23.0,589.0,0.0,3.34166666667,39.7166666667,0.0,0.0
51.0,99.0,16.0587565104,39.5883333333,1840.31944444,0.0,0.0
59.0,159.0,0.0,0.0,0.0,0.0,0.0
36.0,89.0,236.561197917,137.933333333,485.686111111,0.0,0.0
28.0,389.0,581.651041667,401.666666667,72.1777777778,251.39,2.0
26.0,389.0,578.216634115,390.0,1028.66111111,0.0,0.0
14.0,129.0,1.56754557292,132.0,8.48888888889,0.0,0.0
32.0,159.0,39.8546549479,5.61166666667,205.505555556,0.0,0.0
34.0,89.0,840.950358073,166.701666667,414.419444444,0.0,0.0
28.0,389.0,3.72151692708,0.661666666667,7.77777777778,0.0,0.0
26.0,289.0,597.60530599,296.95,1510.84166667,0.0,0.0
57.0,99.0,222.061035156,55.64,207.883333333,0.0,0.0
71.0,36.0,0.0,36.5833333333,70.1166666667,0.0,0.0
16.0,129.0,1325.10904948,372.985,1381.51388889,0.0,0.0
25.0,80.0,380.456054688,122.818333333,323.327777778,0.0,0.0
14.0,389.0,0.0,0.0,0.0,0.0,0.0
25.0,389.0,0.0,3.33333333333,32.2027777778,0.0,0.0
35.0,159.0,0.0,22.9666666667,263.347222222,0.0,0.0
26.0,159.0,0.0,0.0,0.0,0.0,0.0
19.0,389.0,1064.75423177,389.683333333,748.147222222,0.0,0.0
21.0,159.0,0.102376302083,0.05,31.1166666667,0.0,0.0
13.0,129.0,0.0,0.0,0.0,0.0,0.0
23.0,289.0,3.22200520833,0.0,60.2861111111,0.0,0.0
24.0,89.0,542.838216146,120.48,523.9,0.0,0.0
39.0,69.0,1.30126953125,67.0666666667,18.9666666667,82.9,2.0
14.0,89.0,424.217122396,94.0,34.5694444444,13.96,1.0
52.0,99.0,84.0787760417,12.48,174.555555556,0.0,0.0
27.0,89.0,312.85921224,137.491666667,884.463888889,0.0,0.0
22.0,89.0,270.621582031,92.13,157.455555556,29.33,1.0
22.0,129.0,0.0,150.0,0.0,0.0,0.0
28.0,129.0,5.11149088542,131.48,280.852777778,129.0,1.0
39.0,39.0,0.0,60.0,341.416666667,210.0,4.0
75.0,139.0,0.0,7.86,0.0,0.0,0.0
17.0,159.0,0.85791015625,2.01833333333,60.4222222222,0.0,0.0
21.0,89.0,0.0,89.0,0.0944444444444,118.0,2.0
41.0,159.0,0.0,4.0,0.0,0.0,0.0
12.0,39.0,0.230143229167,40.4,75.8083333333,0.0,0.0
12.0,389.0,819.185872396,395.0,1080.59722222,0.0,0.0
30.0,159.0,108.117675781,39.4733333333,625.208333333,0.0,0.0
131.0,159.0,0.0,4.0,0.0,0.0,0.0
26.0,159.0,0.0,0.0,0.0,0.0,0.0
26.0,389.0,1315.65917969,399.333333333,6.93888888889,59.54,1.0
47.0,89.0,2.22770182292,90.1,451.491666667,0.0,0.0
27.0,389.0,0.0,0.0,0.0,0.0,0.0
40.0,159.0,0.0,62.045,0.0,0.0,0.0
33.0,89.0,2.31949869792,79.6666666667,16.5388888889,0.0,0.0
39.0,89.0,1.95979817708,70.0,5.47222222222,0.0,0.0
60.0,159.0,0.0,0.0,0.0,0.0,0.0
26.0,129.0,0.0,0.0,0.0,0.0,0.0
25.0,89.0,358.721842448,102.655,306.094444444,0.0,0.0
26.0,129.0,0.0,0.0,0.0,0.0,0.0
21.0,69.0,0.0,60.0,1.03888888889,46.85,3.0
27.0,100.0,202.829589844,151.641666667,959.602777778,134.8,1.0
25.0,89.0,0.0,90.0,0.0,62.7,2.0
15.0,159.0,0.0,39.0,0.0,0.0,0.0
36.0,159.0,228.519042969,63.9433333333,424.011111111,0.0,0.0
27.0,89.0,124.993977865,113.173333333,301.944444444,0.0,0.0
18.0,89.0,51.3557942708,89.0,25.8638888889,0.0,0.0
17.0,159.0,401.66813151,63.8616666667,165.177777778,0.0,0.0
27.0,389.0,230.64078776,401.0,49.8388888889,0.0,0.0
20.0,89.0,0.0,90.0,0.0,180.0,3.0
66.0,39.0,49.2706705729,49.825,262.302777778,0.0,0.0
22.0,129.0,186.3046875,170.208333333,47.6166666667,0.0,0.0
31.0,159.0,0.0,4.0,0.0,0.0,0.0
26.0,389.0,10.1110026042,0.0,0.208333333333,0.0,0.0
20.0,389.0,1028.08235677,390.0,180.15,0.0,0.0
28.0,389.0,0.0,0.0,0.0,0.0,0.0
15.0,19.0,181.861328125,51.0,177.566666667,0.0,0.0
88.0,159.0,0.0,4.0,0.0,0.0,0.0
25.0,389.0,139.129720052,0.0,36.6916666667,0.0,0.0
45.0,119.0,0.0,21.0833333333,138.427777778,0.0,0.0
17.0,159.0,0.0,0.00666666666667,79.0222222222,0.0,0.0
41.0,189.0,467.041178385,231.283333333,669.4,0.0,0.0
41.0,159.0,0.0,0.0,0.0,0.0,0.0
39.0,69.0,0.0,60.05,39.2166666667,0.0,0.0
25.0,159.0,0.0,10.0,0.0,0.0,0.0
25.0,159.0,0.533528645833,59.2166666667,832.211111111,0.0,0.0
13.0,159.0,0.0,5.16,172.808333333,0.0,0.0
14.0,389.0,0.0,0.0,0.0,0.0,0.0
26.0,389.0,39.7991536458,0.0,665.916666667,0.0,0.0
47.0,159.0,3.70247395833,2.18333333333,186.611111111,0.0,0.0
116.0,129.0,101.702799479,155.233333333,900.669444444,0.0,0.0
16.0,129.0,0.0,0.0,0.0,0.0,0.0
32.0,159.0,19.2843424479,4.71666666667,60.1777777778,0.0,0.0
22.0,89.0,0.0,90.0,4.65277777778,0.0,0.0
12.0,19.0,64.4412434896,40.7566666667,33.0527777778,0.0,0.0
57.0,159.0,167.592773438,128.453333333,1371.28888889,20.71,1.0
27.0,389.0,0.0,0.0,0.0,0.0,0.0
23.0,89.0,0.0,95.0,0.0,65.0,1.0
57.0,159.0,316.717936198,45.405,669.483333333,0.0,0.0
26.0,289.0,0.0,290.0,0.0,0.0,0.0
27.0,389.0,832.327148438,390.0,226.816666667,0.0,0.0
27.0,89.0,0.0,90.0333333333,75.7888888889,58.46,1.0
28.0,389.0,739.364095052,390.0,400.463888889,0.0,0.0
17.0,89.0,0.0,90.0,0.0,60.0,1.0
17.0,159.0,0.0,39.0,0.0,0.0,0.0
41.0,159.0,0.00797526041667,89.0833333333,174.711111111,8.1,1.0
12.0,389.0,0.0,0.0,0.0,0.0,0.0
25.0,89.0,69.3237304688,90.25,53.4805555556,0.0,0.0
12.0,19.0,0.0,40.0,0.0,183.12,5.0
13.0,89.0,153.608235677,114.516666667,139.341666667,0.0,0.0
24.0,189.0,0.0,1.0,0.0,3.0,3.0
15.0,89.0,0.0,0.0,0.0,0.0,0.0
16.0,159.0,0.0,160.0,0.0,1377.41,11.0
15.0,389.0,646.611165365,400.0,627.441666667,0.0,0.0
25.0,129.0,0.0,130.016666667,12.5722222222,133.8,2.0
48.0,159.0,0.0,58.42,0.0,0.0,0.0
15.0,389.0,0.0,0.0,0.0,0.0,0.0
91.0,119.0,1.71256510417,21.05,241.702777778,0.0,0.0
51.0,79.0,0.0,29.82,39.425,0.0,0.0
15.0,389.0,0.0,0.0,0.0,0.0,0.0
28.0,389.0,896.384114583,390.0,248.233333333,0.0,0.0
57.0,159.0,20.1103515625,5.7,127.991666667,0.0,0.0
16.0,389.0,436.634765625,5.11333333333,516.675,0.0,0.0
34.0,159.0,103.786946615,18.4566666667,532.469444444,0.0,0.0
22.0,89.0,147.775390625,114.918333333,20.4027777778,208.12,4.0
28.0,389.0,0.0,1.0,17.6111111111,0.0,0.0
21.0,159.0,4.91276041667,5.01666666667,54.7527777778,0.0,0.0
28.0,389.0,607.530436198,400.0,528.25,0.0,0.0
24.0,209.0,0.0,4.76,0.0,0.0,0.0
25.0,89.0,0.0,89.0,0.0,177.0,3.0
46.0,79.0,5.923828125,46.55,597.158333333,0.0,0.0
28.0,389.0,0.0,0.0,0.0,0.0,0.0
19.0,89.0,0.0,95.0,0.0,65.0,1.0
57.0,209.0,127.006184896,36.6983333333,1013.325,0.0,0.0
26.0,89.0,0.0,90.0,0.0,240.0,4.0
28.0,89.0,507.911946615,105.026666667,240.85,0.0,0.0
13.0,89.0,0.0,0.0,0.0,0.0,0.0
22.0,89.0,132.428385417,130.51,878.238888889,0.0,0.0
26.0,389.0,352.801106771,0.0,505.758333333,0.0,0.0
23.0,159.0,0.0,0.0,0.0,0.0,0.0
131.0,119.0,0.0,2.0,0.0,0.0,0.0
12.0,329.0,1409.36832682,365.911666667,867.425,0.0,0.0
30.0,159.0,6.50081380208,0.671666666667,55.7444444444,0.0,0.0
46.0,159.0,0.0,5.13333333333,0.0,0.0,0.0
25.0,89.0,38.9137369792,102.691666667,481.102777778,0.0,0.0
22.0,159.0,0.0,0.0,0.0,0.0,0.0
28.0,389.0,1764.71419271,406.591666667,1462.35555556,0.0,0.0
23.0,139.0,0.0,10.6933333333,0.0,0.0,0.0
24.0,129.0,67.5865885417,135.3,506.102777778,0.0,0.0
20.0,159.0,0.0,10.0,0.0,1.9,1.0
39.0,89.0,0.0,60.0,0.0,61.3,2.0
85.0,199.0,0.0,7.06833333333,191.783333333,0.0,0.0
39.0,69.0,1.92578125,280.0,610.377777778,80.4,2.0
27.0,389.0,1352.78336589,390.0,368.033333333,0.0,0.0
15.0,389.0,90.1585286458,0.426666666667,212.219444444,0.0,0.0
59.0,159.0,0.0,0.0,269.072222222,0.0,0.0
36.0,159.0,0.37060546875,0.0,0.0972222222222,0.0,0.0
14.0,129.0,47.2200520833,130.666666667,0.0,0.0,0.0
15.0,389.0,0.0,0.0,0.0,0.0,0.0
37.0,159.0,0.0,0.0166666666667,386.883333333,0.0,0.0
12.0,389.0,0.0,0.0,0.0,0.0,0.0
111.0,80.0,545.158203125,462.5,2758.95833333,0.0,0.0
26.0,129.0,0.0,0.0,0.0,0.0,0.0
22.0,89.0,0.0196940104167,90.0,0.577777777778,540.79,10.0
128.0,159.0,136.311686198,155.128333333,2192.78888889,0.0,0.0
31.0,389.0,356.90234375,391.0,558.216666667,391.0,1.0
41.0,39.0,11.6604817708,57.6166666667,48.7166666667,29.42,3.0
28.0,389.0,1716.62483724,424.0,981.963888889,0.0,0.0
21.0,389.0,92.6284179688,0.0,12.4777777778,0.0,0.0
16.0,389.0,0.0,0.0,0.0,0.0,0.0
39.0,69.0,0.0,83.1333333333,1185.88055556,0.0,0.0
39.0,69.0,6.345703125,280.0,76.0444444444,80.0,1.0
14.0,159.0,0.0,5.0,0.0,0.0,0.0
12.0,39.0,0.0441080729167,40.0,238.877777778,34.95,2.0
22.0,159.0,9.88818359375,1.48166666667,4.62777777778,0.0,0.0
27.0,100.0,407.712890625,196.888333333,899.713888889,124.7,1.0
15.0,389.0,0.0,0.0,0.0,0.0,0.0
68.0,89.0,0.0,142.861666667,336.094444444,523.37,1.0
28.0,389.0,0.0,389.0,0.0,132.89,1.0
26.0,389.0,610.471191406,409.456666667,714.952777778,0.0,0.0
39.0,89.0,0.0,70.0,84.4777777778,65.2,1.0
30.0,89.0,145.131184896,123.346666667,84.0694444444,0.0,0.0
28.0,389.0,710.973307292,390.0,610.830555556,138.54,1.0
39.0,89.0,0.0,70.0,0.0,50.0,1.0
43.0,99.0,3.44026692708,0.0166666666667,196.547222222,0.0,0.0
72.0,59.0,578.601888021,122.595,58.8305555556,0.0,0.0
14.0,389.0,0.0,0.0,0.0,0.0,0.0
14.0,389.0,0.0,0.0,0.0,0.0,0.0
118.0,159.0,0.0,4.0,0.0,0.0,0.0
24.0,159.0,148.123697917,72.5433333333,326.7,0.0,0.0
41.0,129.0,7.20393880208,81.9333333333,109.136111111,0.0,0.0
51.0,39.0,0.0211588541667,60.0166666667,303.330555556,0.0,0.0
41.0,159.0,0.153971354167,86.85,101.802777778,0.0,0.0
67.0,159.0,78.9690755208,12.8216666667,384.247222222,0.0,0.0
30.0,89.0,256.99609375,137.776666667,184.663888889,0.0,0.0
23.0,389.0,0.576334635417,0.0,244.552777778,0.0,0.0
32.0,159.0,0.0,57.8333333333,165.525,0.0,0.0
37.0,89.0,640.666503906,75.4666666667,427.483333333,0.0,0.0
25.0,289.0,0.0,0.0,0.0,0.0,0.0
48.0,299.0,0.0,5.11666666667,0.0,0.0,0.0
40.0,159.0,0.0,0.0166666666667,66.9416666667,0.0,0.0
151.0,159.0,0.0,4.0,0.0,0.0,0.0
39.0,69.0,0.0,60.3,197.244444444,67.3,3.0
14.0,159.0,0.635416666667,5.0,0.0,0.0,0.0
26.0,159.0,0.0,0.0,0.0,0.0,0.0
38.0,159.0,165.266601562,24.7283333333,317.213888889,0.0,0.0
20.0,389.0,363.627115885,393.333333333,899.469444444,0.0,0.0
36.0,159.0,291.295898438,90.7833333333,504.85,0.0,0.0
36.0,159.0,0.0,4.0,0.0,0.0,0.0
29.0,159.0,37.7062174479,44.6883333333,92.7055555556,0.0,0.0
28.0,389.0,0.0,0.0,0.0,0.0,0.0
26.0,129.0,0.0,0.0,0.0,0.0,0.0
41.0,129.0,0.600748697917,81.8983333333,315.716666667,0.0,0.0
28.0,389.0,0.0,6.66666666667,0.0,0.0,0.0
28.0,389.0,0.0,0.0,0.0,0.0,0.0
44.0,159.0,0.0,0.0,0.0,0.0,0.0
27.0,89.0,0.0,110.0,0.0,880.0,8.0
20.0,89.0,0.0,90.0,0.0,60.0,1.0
20.0,389.0,1589.39615885,394.0,1000.5,0.0,0.0
19.0,389.0,4.92333984375,392.16,568.211111111,0.0,0.0
26.0,159.0,76.4954427083,14.1733333333,736.119444444,0.0,0.0
13.0,89.0,12.7802734375,91.0,14.4611111111,198.05,4.0
61.0,159.0,0.0,54.755,0.0,0.0,0.0
26.0,389.0,0.0,0.0,0.0,0.0,0.0
15.0,389.0,530.354817708,11.85,114.5,0.0,0.0
51.0,159.0,0.0,0.0,0.0,0.0,0.0
45.0,159.0,0.0,0.0,0.0,0.0,0.0
45.0,159.0,0.0,4.0,0.0,0.0,0.0
39.0,69.0,0.0,293.8,73.5,0.0,0.0
25.0,89.0,372.763997396,93.2316666667,475.361111111,0.0,0.0
15.0,389.0,0.0,0.0,0.0,0.0,0.0
18.0,389.0,1369.74593099,395.05,416.580555556,2.3,1.0
21.0,89.0,86.7374674479,95.6083333333,183.594444444,230.14,4.0
42.0,159.0,0.0,4.42833333333,0.0,0.0,0.0
29.0,159.0,0.0,0.0,0.0,0.0,0.0
14.0,19.0,221.297363281,172.428333333,1173.27222222,0.0,0.0
12.0,129.0,128.319498698,155.133333333,344.202777778,0.0,0.0
28.0,389.0,1419.94742839,390.53,1002.4,0.0,0.0
21.0,289.0,0.0,289.0,0.0,289.0,1.0
23.0,289.0,0.0,0.0,63.4277777778,0.0,0.0
28.0,389.0,2292.6632487,433.438333333,2095.15555556,0.0,0.0
131.0,119.0,0.0,2.0,0.0,0.0,0.0
42.0,99.0,67.7197265625,26.2333333333,238.819444444,0.0,0.0
19.0,159.0,0.0,0.0166666666667,13.5166666667,0.0,0.0
12.0,89.0,0.0,0.0,0.0,0.0,0.0
32.0,69.0,0.0,60.0,0.0,146.46,3.0
41.0,159.0,88.9816080729,39.4933333333,244.625,0.0,0.0
61.0,119.0,0.0,21.0,16.7472222222,0.0,0.0
17.0,159.0,24.4041341146,44.2666666667,195.908333333,0.0,0.0
30.0,389.0,0.0,0.0,130.919444444,0.0,0.0
12.0,39.0,30.7486979167,40.0,10.3166666667,24.5,2.0
114.0,389.0,795.717285156,426.268333333,2356.22777778,0.0,0.0
17.0,159.0,0.0,10.0,0.0,0.0,0.0
23.0,89.0,0.0,89.0,0.0,118.0,2.0
33.0,159.0,53.6140950521,7.64166666667,148.85,0.0,0.0
27.0,89.0,17.8611653646,100.0,53.6694444444,10.39,1.0
25.0,189.0,0.0,189.0,0.0,387.0,3.0
48.0,80.0,68.7117513021,100.866666667,859.3,0.0,0.0
20.0,89.0,0.0,89.0,0.0,177.0,3.0
55.0,159.0,1.05843098958,9.6,77.375,0.0,0.0
25.0,89.0,390.491699219,125.608333333,432.663888889,0.0,0.0
47.0,89.0,114.328125,114.143333333,562.85,0.0,0.0
58.0,139.0,2.0380859375,0.35,4.325,0.0,0.0
51.0,159.0,0.0,4.11833333333,0.0,0.0,0.0
34.0,15.0,0.0,53.8333333333,0.0,106.0,3.0
22.0,159.0,0.0,1.66666666667,0.0,0.0,0.0
20.0,159.0,0.0,10.0,0.0,0.0,0.0
15.0,89.0,54.4615885417,90.95,163.738888889,0.0,0.0
12.0,129.0,171.95296224,132.558333333,716.352777778,0.0,0.0
28.0,389.0,1239.06803385,390.0,50.7416666667,0.0,0.0
28.0,389.0,2451.78255208,428.333333333,311.136111111,0.0,0.0
54.0,159.0,187.47672526,15.9283333333,267.597222222,0.0,0.0
67.0,159.0,0.0,4.0,0.0,0.0,0.0
89.0,139.0,0.0,2.0,0.0,0.0,0.0
41.0,159.0,174.126790365,29.0266666667,17.85,0.0,0.0
20.0,89.0,28.1616210938,106.283333333,358.033333333,215.34,3.0
23.0,159.0,0.0,12.0,0.0,0.0,0.0
17.0,89.0,0.0,90.0,0.0,180.0,3.0
51.0,159.0,0.0,49.0,319.180555556,5.0,1.0
47.0,89.0,61.4928385417,110.0,276.158333333,0.0,0.0
34.0,159.0,4.74446614583,23.0166666667,223.458333333,0.0,0.0
28.0,159.0,3.68522135417,0.095,15.5583333333,0.0,0.0
28.0,159.0,0.0,0.0,9.53055555556,0.0,0.0
22.0,129.0,0.412760416667,150.0,26.1416666667,0.0,0.0
35.0,159.0,60.5450846354,11.2833333333,178.230555556,0.0,0.0
20.0,159.0,0.0,8.75666666667,0.0,0.0,0.0
152.0,159.0,62.2529296875,99.9983333333,276.45,0.0,0.0
